acao_realizada;caracteristica_acao;n_profissionais_atendidos;descricao_acao;data_acao;data_publicacao;municipio_atendido;user_id
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o plano de ação 2022 FEAS;23/03/2022;17/08/2022;Cláudia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano municipal de AS - financiamento do SUAS;23/03/2022;17/08/2022;Itaúba;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano municipal de AS - financiamento do SUAS;24/03/2022;17/08/2022;Itaúba;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;24/03/2022;17/08/2022;Colíder;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;24/03/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;24/03/2022;17/08/2022;Glória D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;24/03/2022;17/08/2022;Juscimeira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;25/03/2022;17/08/2022;Brasnorte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre CNEAS;25/03/2022;17/08/2022;Nossa Senhora do Livramento;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano municipal de AS - financiamento do SUAS;25/03/2022;17/08/2022;Itaúba;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;28/03/2022;17/08/2022;Jaciara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;28/03/2022;17/08/2022;Araguainha;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;28/03/2022;17/08/2022;Terra Nova do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre prestação de contas FEAS 2021 e CNEAS;28/03/2022;17/08/2022;Nossa Senhora do Livramento;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre CNEAS;29/03/2022;17/08/2022;Várzea Grande;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020 e execução de recursos;29/03/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre prestação de contas FEAS 2021;29/03/2022;17/08/2022;Nova Santa Helena;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;30/03/2022;17/08/2022;Jaciara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;30/03/2022;17/08/2022;Juara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;30/03/2022;17/08/2022;Itaúba;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Plano de ação 2022 FEAS;30/03/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;30/03/2022;17/08/2022;Confresa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre recursos do COVID-19;31/03/2022;17/08/2022;Jauru;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o demonstrativo 2020;31/03/2022;17/08/2022;Alto Taquari;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de contas e plano de ação FEAS;31/03/2022;17/08/2022;Diamantino;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;31/03/2022;17/08/2022;Barão de Melgaço;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre a prestação de contas FEAS 2021;31/03/2022;17/08/2022;Itiquira;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;0;Marco Regulatório das Organizações da sociedade cívil;15/03/2022;17/08/2022;Rondonópolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Elaboração e atualização da Lei do SUAS e CEBAS;22/03/2022;17/08/2022;General Carneiro;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;0;Elaboração e atualização da Lei do SUAS e CEBAS;22/03/2022;17/08/2022;General Carneiro;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;0;Gestão financeira e orçamentária do FMAS e MROSC;29/03/2022;17/08/2022;Marcelândia;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;0;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;31/03/2022;17/08/2022;Tesouro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Análise da Minuta de Lei do Suas;02/03/2022;17/08/2022;Rondolândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas Cofinanciamento Estadual 2021;03/03/2022;17/08/2022;Apiacás;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre repasse Cofinanciamento Estadual;03/03/2022;17/08/2022;Rio Branco;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento Estadual;03/03/2022;17/08/2022;Pontes e Lacerda;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 do Cofinanciamento estadual e reprogramação dos recursos COVID;03/03/2022;17/08/2022;Porto Esperidião;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Análise da Minuta de Lei do Suas;04/03/2022;17/08/2022;Rondolândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Análise da Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento Estadual;07/03/2022;17/08/2022;Comodoro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Elaboração material apoio técnico;08/03/2022;17/08/2022;Nova Xavantina;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre CNEAS;08/03/2022;17/08/2022;Poxoréu;1
Outras Ações;Capacitação;0;Capacitação online/meet/SEFAZ – Padronização das Fontes - Participação: Lenyze Grecco, Bianca Hardman, Andreia Carvalho, Pamela de Carvalho.;08/03/2022;17/08/2022;*Não se aplica;1
Outras Ações;Capacitação;0;Capacitação online/meet/SEFAZ – Padronização das Fontes - Participação: Lenyze Grecco, Bianca Hardman, Andreia Carvalho, Pamela de Carvalho.;10/03/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Orientação sobre Prestação de Contas Cofinanciamento Estadual 2021 e estrutura orçamentária do FMAS;09/03/2022;17/08/2022;Nova Bandeirantes;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Orientação sobre Prestação de Contas Cofinanciamento Estadual 2021 e estrutura orçamentária do FMAS;09/03/2022;17/08/2022;Campinápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre utilização de recursos do Suas;09/03/2022;17/08/2022;Matupá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Análise Prestação de Contas FEAS 2021 e Plano de Ação FEAS 2022;10/03/2022;17/08/2022;Campos de Júlio;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre utilização de recursos do Suas;10/03/2022;17/08/2022;Luciara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Análise Prestação de Contas FEAS 2021 e Plano de Ação FEAS 2022;10/03/2022;17/08/2022;Água Boa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020/Retificação e Prestação de Contas Cofinanciamento Estadual 2021;11/03/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Análise Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento estadual;11/03/2022;17/08/2022;Campos de Júlio;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento estadual;14/03/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento estadual;14/03/2022;17/08/2022;Campinápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento estadual;15/03/2022;17/08/2022;Campinápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano de Ação 2022 do Cofinanciamento estadual;16/03/2022;17/08/2022;Campos de Júlio;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano de Ação 2022 do Cofinanciamento estadual e estrutura orçamentária do FMAS;16/03/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020/Retificação;17/03/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento estadual;18/03/2022;17/08/2022;Cuiabá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o aumento do Cofinanciamento estadual pactuado em CIB;21/03/2022;17/08/2022;Canarana;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano de Ação 2022 do Cofinanciamento estadual e estrutura orçamentária do FMAS;21/03/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021;21/03/2022;17/08/2022;Campo Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre abertura de novas contas IGD PAB;22/03/2022;17/08/2022;Juruena;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre abertura de novas contas IGD PAB;22/03/2022;17/08/2022;Carlinda;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre estrutura orçamentária do FMAS;24/03/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento estadual;24/03/2022;17/08/2022;Marcelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento estadual;24/03/2022;17/08/2022;Rondonópolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;25/03/2022;17/08/2022;Juruena;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento estadual;25/03/2022;17/08/2022;Brasnorte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 do Cofinanciamento estadual;28/03/2022;17/08/2022;Ribeirão Cascalheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 do Cofinanciamento estadual;28/03/2022;17/08/2022;Santa Cruz do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 do Cofinanciamento estadual;28/03/2022;17/08/2022;Pontal do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano de Ação 2022 do Cofinanciamento estadual;28/03/2022;17/08/2022;Glória D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento estadual;28/03/2022;17/08/2022;Canarana;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento estadual;28/03/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;29/03/2022;17/08/2022;Nobres;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Prestação de Contas 2021 do Cofinanciamento estadual;29/03/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano de Ação 2022 do Cofinanciamento estadual;29/03/2022;17/08/2022;Canarana;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;30/03/2022;17/08/2022;Alto Paraguai;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano de Ação 2022 do Cofinanciamento estadual;30/03/2022;17/08/2022;São Félix do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Confirmação de conta para pagamento do Cofinanciamento estadual;31/03/2022;17/08/2022;Nova Mutum;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano de Ação 2022 do Cofinanciamento estadual;31/03/2022;17/08/2022;Carlinda;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre prestação de contas e plano de ação do FEAS;22/03/2022;17/08/2022;Nortelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre prestação de contas e plano de ação do FEAS;22/03/2022;17/08/2022;Indiavaí;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre CNEAS;22/03/2022;17/08/2022;Arenápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre prestação de contas e plano de ação do FEAS;23/03/2022;17/08/2022;Indiavaí;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre prestação de contas e plano de ação do FEAS;25/03/2022;17/08/2022;Indiavaí;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre gestão financeira;24/03/2022;17/08/2022;Reserva do Cabaçal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre gestão financeira;24/03/2022;17/08/2022;Juruena;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre gestão financeira;24/03/2022;17/08/2022;Peixoto de Azevedo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre prestação de contas e plano de ação do FEAS;25/03/2022;17/08/2022;Alto Paraguai;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre CNEAS;25/03/2022;17/08/2022;Vera;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre plano de ação do FEAS;28/03/2022;17/08/2022;Água Boa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre gestão financeira;30/03/2022;17/08/2022;Juruena;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre gestão financeira;30/03/2022;17/08/2022;Cáceres;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre gestão financeira;30/03/2022;17/08/2022;Serra Nova Dourada;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre gestão financeira;30/03/2022;17/08/2022;Reserva do Cabaçal;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Divulgação (e-mail) do Boletim Informativo 039: Atuação da Vigilância Socioassistencial nos municípios de Mato Grosso.;31/03/2022;17/08/2022;***Todos os municípios;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Envio de e-mails para seis municípios notificando sobre pendências no envio do Plano Municipal de Assistência Social: Nova Guarita, Jaciara, Juruena, Claudia, Alto Paraguai e Nova Lacerda;31/03/2022;17/08/2022;**Grupo de municípios;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Divulgação, por e-mail, do Boletim Informativo 039- Atuação da Vigilância Socioassistencial nos municípios de Mato Grosso, aos 141 municípios.;01/04/2022;17/08/2022;***Todos os municípios;1
Apoio Tecnico Não Presencial (ATNP);Instrumentos e ferramentas informacionais do SUAS;0;Sistematização de informações sobre a implantação da Vigilância Socioassistencial nos municípios: Alta Floresta, Comodoro, Lambari D'Oeste, Marcelândia, Matupá, Nova Mutum, Nova Olímpia, São José do Rio Claro, Tesouro e União do Sul.;06/04/2022;17/08/2022;**Grupo de municípios;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;0;Assunto: Processo de implantação da VS municipal;06/04/2022;17/08/2022;Alta Floresta;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;0;Assunto: Processo de implantação da VS municipal;06/04/2022;17/08/2022;Comodoro;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;0;Assunto: Processo de implantação da VS municipal;06/04/2022;17/08/2022;Lambari D'Oeste;1
Outras Ações;(Não se aplica);0;Participação online/meet/SEFAZ – Padronização das Fontes;08/03/2022;17/08/2022;*Não se aplica;1
Outras Ações;(Não se aplica);0;Participação online/SEFAZ – Padronização das Fontes;10/03/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;0;Assunto: Processo de implantação da VS municipal;06/04/2022;17/08/2022;Nova Olímpia;1
Outras Ações;Outros;0;Agenda Regulatória - Reunião;12/04/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);Videoconferências e transmissões ao vivo;0;Assunto: Processo de implantação da VS municipal;06/04/2022;17/08/2022;Marcelândia;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Tabele com os municípios que responderam sim/não se executa Abordagem Social no Relatório Anual CREAS 2021 solicitado pela PSE/MC;11/04/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações sobre o acesso ao CadSUAS;11/04/2022;17/08/2022;Campo Novo do Parecis;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Tabulação RA 2021 - Formulário 3 CREAS;12/04/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente aos sistemas cadsuas e SAA - dados divergentes na recuperação de acesso;01/04/2022;17/08/2022;Ribeirão Cascalheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orieintação referente ao sistema SAA - ação de vincular e delegar perfil;01/04/2022;17/08/2022;Ribeirãozinho;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orieintação referente ao sistema SAA - dificuldade no acesso;04/04/2022;17/08/2022;Santa Rita do Trivelato;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema cadsuas - quais profissionais podem estar cadastrados no cadsuas;05/04/2022;17/08/2022;Colíder;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema cadsuas - acesso e atualização de membros do cmas;05/04/2022;17/08/2022;Mirassol D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema cadsuas - cadastro de profissional de nivel superior;05/04/2022;17/08/2022;Novo São Joaquim;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente aos sistemas cadsuas e SAA - cadastro e vinculação de perfil;06/04/2022;17/08/2022;Mirassol D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA - delegar perfil do sisc;13/04/2022;17/08/2022;Colíder;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema saa, ativação de perfil;13/04/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA - profissional inativo;13/04/2022;17/08/2022;Alta Floresta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre o sistema SAA - vinculação de perfil prontuario;14/04/2022;17/08/2022;Mirassol D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas FEAS 2021.;01/04/2022;17/08/2022;Nova Brasilândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas FEAS 2021.;01/04/2022;17/08/2022;Barão de Melgaço;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas e plano de ação FEAS.;04/04/2022;17/08/2022;Poconé;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre prestação de contas FEAS 2021.;04/04/2022;17/08/2022;São Félix do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre execução de recursos.;06/04/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas FEAS 2021.;06/04/2022;17/08/2022;São José do Povo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas FEAS 2021.;06/04/2022;17/08/2022;Itiquira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas FEAS 2021.;07/05/2022;17/08/2022;Diamantino;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre CNEAS.;11/04/2022;17/08/2022;Nossa Senhora do Livramento;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre prestação de contas FEAS 2021.;11/04/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação de execução de recursos, recursos extraordinários e prestação de contas FEAS 2021.;12/04/2022;17/08/2022;São José do Povo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas FEAS 2021.;12/04/2022;17/08/2022;Cuiabá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas FEAS 2021.;13/04/2022;17/08/2022;Tabaporã;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas FEAS 2021.;13/04/2022;17/08/2022;São José do Povo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas FEAS 2021.;13/04/2022;17/08/2022;Salto do Céu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas e plano de ação FEAS.;14/04/2022;17/08/2022;Novo Mundo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas e plano de ação FEAS.;14/04/2022;17/08/2022;Jangada;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre prestação de contas FEAS 2021.;14/04/2022;17/08/2022;Juara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre execução de recursos.;18/04/2022;17/08/2022;São José do Povo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientações sobre sistema suas web.;20/04/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas e plano de ação FEAS.;25/04/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;2;Orientação sobre a Lei do SUAS processo de regularização do CMAS - monitoramento CPF.;27/05/2022;17/08/2022;Ponte Branca;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre a prestação de contas e plano de ação FEAS.;27/04/2022;17/08/2022;Barra do Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre execução de recursos.;27/04/2022;17/08/2022;São Félix do Araguaia;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;1;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;28/04/2022;17/08/2022;Várzea Grande;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Gestão financeira e orçamentária do FMAS.;29/04/2022;17/08/2022;Alto Garças;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 44/ Prestação de contas do feas;06/04/2022;17/08/2022;Barão de Melgaço;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 45/ Plano de ação do feas;06/04/2022;17/08/2022;Barão de Melgaço;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 55/ Prestação de contas feas;13/04/2022;17/08/2022;Bom Jesus do Araguaia;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 46/ Prestação de contas feas;07/04/2022;17/08/2022;Carlinda;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 112/ Plano de ação feas;29/04/2022;17/08/2022;Carlinda;1
