acao_realizada;caracteristica_acao;n_profissionais_atendidos;descricao_acao;data_acao;data_publicacao;municipio_atendido;user_id
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 75/ Prestação de contas feas;25/04/2022;17/08/2022;Colíder;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 76/ Plano de ação feas;25/04/2022;17/08/2022;Colíder;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 77/ Prestação de contas feas;25/04/2022;17/08/2022;Cuiabá;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 78/ Plano de ação feas;25/04/2022;17/08/2022;Cuiabá;1
Outras Ações;Manifestação Técnica;0;Manifestação ténica ºN 57/ Prestação de contas feas - serviços;13/04/2022;17/08/2022;Cuiabá;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 58/ Prestação de contas feas - centro dia;13/04/2022;17/08/2022;Cuiabá;1
Outras Ações;Manifestação Técnica;0;manifestação técnica ºN 59/ Prestação de contas - Centro dia microcefalia;13/04/2022;17/08/2022;Cuiabá;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 60/ Prestação de contas - Res. Inclusiva;13/04/2022;17/08/2022;Cuiabá;1
Outras Ações;Manifestação Técnica;0;manifestação técnica ºN 61/ Plano de ação - Acolhimento;13/04/2022;17/08/2022;Cuiabá;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 62/ Plano de ação - Centro dia;13/04/2022;17/08/2022;Cuiabá;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 63/ Plano de ação - Centro dia microcefalia;13/04/2022;17/08/2022;Cuiabá;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 64/ Plano de ação - Res. Inclusiva;13/04/2022;17/08/2022;Cuiabá;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 63/ Prestação de contas feas;25/04/2022;17/08/2022;Guarantã do Norte;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 80/ Plano de ação feas;25/04/2022;17/08/2022;Guarantã do Norte;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 81/ Prestação de contas feas;25/04/2022;17/08/2022;Itaúba;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 82/ Plano de ação feas;25/04/2022;17/08/2022;Itaúba;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 83/ Prestação de contas feas;25/04/2022;17/08/2022;Itiquira;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 84/ Plano de ação feas;25/04/2022;17/08/2022;Itiquira;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 47 / Prestação de contas feas;07/04/2022;17/08/2022;Juscimeira;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 48 / Plano de ação feas;07/04/2022;17/08/2022;Juscimeira;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 87/ Prestação de contas feas;26/04/2022;17/08/2022;Marcelândia;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 85 / Prestação de contas feas;25/04/2022;17/08/2022;Peixoto de Azevedo;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 86/ Plano de ação feas;25/04/2022;17/08/2022;Peixoto de Azevedo;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 88/ Prestação de contas feas;26/04/2022;17/08/2022;Planalto da Serra;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 89/ Plano de ação feas;26/04/2022;17/08/2022;Planalto da Serra;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 90/ Prestação de contas feas;26/04/2022;17/08/2022;Pontal do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema cadsuas - atualização de trabalhador;14/04/2022;17/08/2022;Alta Floresta;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 91/ Prestação de contas feas;26/04/2022;17/08/2022;Ponte Branca;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente aos sistemas cadsuas e saa - atualização de gestora e acessso;19/04/2022;17/08/2022;Alto Araguaia;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 92/ Plano de ação feas;26/04/2022;17/08/2022;Ponte Branca;1
Outras Ações;Outros;0;02 novos cadastros de servidoras da SAAS - SSS - no sistema cadsuas;20/04/2022;17/08/2022;*Não se aplica;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 98/ Prestação de contas feas;26/04/2022;17/08/2022;Rondonópolis;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 99/ Plano de ação feas;26/04/2022;17/08/2022;Rondonópolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente aos sistemas cadsuas e SAA - atualização de profissionais e vinculação de perfis;20/04/2022;17/08/2022;Nova Monte Verde;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 96/ Prestação de contas feas;26/04/2022;17/08/2022;São José do Povo;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 97/ Plano de ação feas;26/04/2022;17/08/2022;São José do Povo;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 93/ Prestação de contas feas;26/04/2022;17/08/2022;Torixoréu;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 94/ Plano de ação feas;26/04/2022;17/08/2022;Torixoréu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema saa- vincular e delegar perfil;26/04/2022;17/08/2022;Santo Afonso;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 46/ Prestação de contas feas;07/04/2022;17/08/2022;Carlinda;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 47/ Prestação de contas feas;07/04/2022;17/08/2022;Nova Bandeirantes;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 48/ Plano de ação feas;07/04/2022;17/08/2022;Nova Bandeirantes;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema SAA - ação de vincular e delegar perfil;26/04/2022;17/08/2022;Mirassol D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;orientação referente ao sistema cadsuas - atualização dos membros do cmas;27/04/2022;17/08/2022;Porto Esperidião;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação referente ao sistema saa - indicação de adjunto do cmas;28/04/2022;17/08/2022;Juína;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 100/ Prestação de contas feas;29/04/2022;17/08/2022;Água Boa;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 101/ Plano de ação feas;29/04/2022;17/08/2022;Água Boa;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 102/ Prestação de contas feas;29/04/2022;17/08/2022;Alta Floresta;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 103/ Prestação de contas feas;29/04/2022;17/08/2022;Alto Boa Vista;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 104/ Plano de ação feas;29/04/2022;17/08/2022;Alto Boa Vista;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 105 / Plano de ação feas;29/04/2022;17/08/2022;Bom Jesus do Araguaia;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 106/ Prestação de contas feas;29/04/2022;17/08/2022;Campinápolis;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 107/ Plano de ação feas;29/04/2022;17/08/2022;Campinápolis;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 108 / Prestação de contas feas;29/04/2022;17/08/2022;Canabrava do Norte;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 109 / Plano de ação feas;29/04/2022;17/08/2022;Canabrava do Norte;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 110/ Prestação de contas feas;29/04/2022;17/08/2022;Canarana;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 111/ Plano de ação feas;29/04/2022;17/08/2022;Canarana;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 113/ Prestação de contas feas;29/04/2022;17/08/2022;Cocalinho;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 114/ Plano de ação feas;29/04/2022;17/08/2022;Cocalinho;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 115/ Prestação de contas feas;29/04/2022;17/08/2022;Confresa;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 116/ Plano de ação feas;29/04/2022;17/08/2022;Confresa;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 117/ Prestação de contas feas;29/04/2022;17/08/2022;Novo Santo Antônio;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 118/ Prestação de contas feas;29/04/2022;17/08/2022;Pontes e Lacerda;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 119/ Plano de ação feas;29/04/2022;17/08/2022;Pontes e Lacerda;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 120/ Prestação de contas feas;29/04/2022;17/08/2022;Santa Cruz do Xingu;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 121/ Plano de ação feas;29/04/2022;17/08/2022;Santa Cruz do Xingu;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 122/ Prestação de contas feas;29/04/2022;17/08/2022;Vila Bela da Santíssima Trindade;1
Outras Ações;Manifestação Técnica;0;Manifestação técnica ºN 123/ Plano de ação feas;29/04/2022;17/08/2022;Vila Bela da Santíssima Trindade;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Minuta Lei do Suas.;01/04/2022;17/08/2022;Campo Novo do Parecis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de Contas 2021 e Plano de Ação do Cof. Estadual 2022.;01/04/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de Contas do Cof. Estadual 2021.;01/04/2022;17/08/2022;Pontal do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de Contas do Cof. Estadual 2021.;01/04/2022;17/08/2022;Cotriguaçu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022.;04/04/2022;17/08/2022;Vila Bela da Santíssima Trindade;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de Contas do Cof. Estadual 2021.;05/04/2022;17/08/2022;Diamantino;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022;05/04/2022;17/08/2022;Lucas do Rio Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre valores dos repasses federais.;05/04/2022;17/08/2022;Poxoréu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre utilização de recursos do Suas.;05/04/2022;17/08/2022;Santo Afonso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Demonstrativo 2020.;06/04/2022;17/08/2022;Ribeirão Cascalheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022 e Regulação do Suas(Minuta Lei do CMAS).;06/04/2022;17/08/2022;Confresa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre conta IGD PAB.;06/04/2022;17/08/2022;Nova Xavantina;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de Contas do Cof. Estadual 2021.;06/04/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de Contas do Cof. Estadual 2021.;06/04/2022;17/08/2022;Nova Nazaré;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre CNEAS.;06/03/2022;17/08/2022;Jaciara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022 e Regulação do Suas(Minuta Lei do CMAS).;06/04/2022;17/08/2022;Alto Boa Vista;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre utilização de recursos do Suas.;07/04/2022;17/08/2022;Nova Marilândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise sobre Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022.;07/04/2022;17/08/2022;Santa Cruz do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre Prestação de Contas do Cof. Estadual 2021.;07/04/2022;17/08/2022;Juruena;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise sobre Plano de Ação do Cof. Estadual 2022.;07/04/2022;17/08/2022;Brasnorte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise da Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022.;07/04/2022;17/08/2022;Porto Estrela;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre preenchimento do Plano de Ação do Cof. Estadual 2022.;07/04/2022;17/08/2022;Alta Floresta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise da Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022.;07/04/2022;17/08/2022;Cocalinho;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise da Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022.;11/04/2022;17/08/2022;Paranaíta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise da Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022.;11/04/2022;17/08/2022;Alta Floresta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise da Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022.;11/04/2022;17/08/2022;Santa Cruz do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise da Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022.;11/04/2022;17/08/2022;Rondolândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise da Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022.;11/04/2022;17/08/2022;Campinápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise da Prestação de Contas do Cof. Estadual 2021 e Plano de Ação do Cof. Estadual 2022.;12/04/2022;17/08/2022;Campinápolis;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;1;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;12/04/2022;17/08/2022;Tangará da Serra;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;1;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;12/04/2022;17/08/2022;Comodoro;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;1;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;18/05/2022;17/08/2022;Nova Lacerda;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Análise da Prestação de Contas do Cof. Estadual 2021.;18/04/2022;17/08/2022;Rondonópolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre preenchimento do Plano de Ação 2022 e Prestação de Contas do Cof. Estadual 2021.;19/04/2022;17/08/2022;Jauru;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre preenchimento do Plano de Ação 2022 e Prestação de Contas do Cof. Estadual 2021.;19/04/2022;17/08/2022;Novo Mundo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre preenchimento do Plano de Ação 2022 e Prestação de Contas do Cof. Estadual 2021.;25/04/2022;17/08/2022;Rondolândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre preenchimento do Plano de Ação 2022 e Prestação de Contas do Cof. Estadual 2021.;25/04/2022;17/08/2022;Santa Terezinha;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Orientação sobre preenchimento do Plano de Ação 2022 e Prestação de Contas do Cof. Estadual 2021.;25/04/2022;17/08/2022;Paranaíta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;1;Utilização de recurso IGDPAB/leilão.;26/04/2022;17/08/2022;Água Boa;1
